area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-02619,Uttar Pradesh,Gorakhpur,Gorakhpur Rural Area 0619,36.25,54.62,47.86,24.1,75.61,55.7,71.84,40.84,63.87,54.04,52.48,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02620,Uttar Pradesh,Hamirpur,Hamirpur Nature Area 0620,34.28,52.03,69.22,83.25,86.35,89.18,64.2,73.51,56.89,71.58,76.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02621,Uttar Pradesh,Hapur,Hapur Heritage Area 0621,56.84,68.14,55.97,41.97,60.85,65.66,98.0,66.93,87.59,50.85,59.59,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02622,Uttar Pradesh,Hardoi,Hardoi Transit Corridor 0622,69.95,72.98,89.99,41.48,73.96,66.68,48.21,65.84,98.0,51.46,61.75,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02623,Uttar Pradesh,Hathras,Hathras Urban Area 0623,49.97,87.14,46.2,98.0,77.43,39.54,55.62,67.1,58.3,54.42,63.07,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02624,Uttar Pradesh,Jalaun,Jalaun Market Area 0624,38.13,82.24,86.75,79.95,48.34,76.74,68.18,68.33,82.47,61.47,68.95,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02625,Uttar Pradesh,Jaunpur,Jaunpur Tourist Zone 0625,36.12,95.0,67.48,52.05,61.09,80.33,98.0,87.59,67.27,56.75,67.87,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02626,Uttar Pradesh,Jhansi,Jhansi Temple Area 0626,47.8,58.87,98.0,60.91,77.34,74.38,53.1,57.88,64.85,64.75,70.16,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02627,Uttar Pradesh,Kannauj,Kannauj Heritage Area 0627,56.71,51.16,57.04,65.07,79.78,76.64,73.92,62.85,63.18,59.79,66.57,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02628,Uttar Pradesh,Kanpur Dehat,Kanpur Dehat Nature Area 0628,29.32,64.36,71.43,53.58,63.67,71.26,63.6,53.46,96.47,61.62,62.54,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02629,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Heritage Area 0629,72.48,34.0,46.36,37.1,70.29,63.92,82.04,84.49,70.56,50.34,58.69,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02630,Uttar Pradesh,Kasganj,Kasganj Urban Area 0630,42.54,44.52,65.97,53.97,52.89,29.15,64.72,45.99,74.84,54.76,53.6,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02631,Uttar Pradesh,Kaushambi,Kaushambi Temple Area 0631,5.0,18.06,63.09,6.63,71.55,38.72,88.37,55.8,91.86,65.52,55.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02632,Uttar Pradesh,Kheri,Kheri Urban Area 0632,85.27,18.55,72.9,39.58,86.36,59.47,67.5,50.03,76.31,55.05,61.29,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02633,Uttar Pradesh,Kushinagar,Kushinagar Hill Area 0633,28.01,77.57,45.66,31.87,98.0,60.18,82.38,77.91,59.53,57.83,62.83,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02634,Uttar Pradesh,Lalitpur,Lalitpur Urban Area 0634,45.7,46.29,70.34,64.23,78.24,68.2,49.82,80.92,67.73,62.86,67.53,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02635,Uttar Pradesh,Lucknow,Lucknow Nature Area 0635,48.09,55.5,44.14,40.45,47.52,76.81,56.59,73.27,30.24,49.98,52.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02636,Uttar Pradesh,Maharajganj,Maharajganj Heritage Area 0636,56.18,59.77,42.61,74.92,82.5,27.51,84.94,59.02,62.93,53.99,60.65,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02637,Uttar Pradesh,Mahoba,Mahoba Beach Area 0637,26.94,27.3,71.72,91.61,61.49,48.52,74.46,68.28,85.06,71.47,70.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02638,Uttar Pradesh,Mainpuri,Mainpuri Urban Area 0638,29.86,16.82,63.84,45.21,53.69,57.2,70.06,28.0,76.25,63.64,55.85,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02639,Uttar Pradesh,Mathura,Mathura Beach Area 0639,52.04,64.4,61.26,37.37,68.56,38.23,81.83,41.87,58.46,50.32,53.85,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02640,Uttar Pradesh,Mau,Mau Transit Corridor 0640,5.0,58.18,80.19,48.11,69.06,62.51,59.62,51.7,28.25,68.86,64.2,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02641,Uttar Pradesh,Meerut,Meerut Beach Area 0641,42.26,75.13,85.91,50.72,60.94,50.65,70.35,53.22,65.78,56.38,61.15,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02642,Uttar Pradesh,Mirzapur,Mirzapur Rural Area 0642,54.44,81.41,73.4,50.4,53.74,62.06,76.8,56.79,59.27,50.85,58.91,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02643,Uttar Pradesh,Moradabad,Moradabad Urban Area 0643,67.28,51.08,41.58,64.45,51.54,97.66,61.43,52.74,71.37,51.99,57.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02644,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar Temple Area 0644,13.88,58.65,83.51,67.83,67.31,65.64,56.15,76.31,72.53,69.9,70.08,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02645,Uttar Pradesh,Pilibhit,Pilibhit Transit Corridor 0645,69.37,77.42,32.57,44.78,50.68,37.15,86.43,70.79,78.56,38.29,48.21,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02646,Uttar Pradesh,Pratapgarh,Pratapgarh Market Area 0646,5.0,95.0,39.32,88.59,56.58,48.25,39.48,59.43,49.12,58.97,57.13,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02647,Uttar Pradesh,Prayagraj,Prayagraj Tourist Zone 0647,21.58,62.02,77.08,79.52,96.53,57.36,46.55,48.2,51.46,71.33,71.01,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02648,Uttar Pradesh,Raebareli,Raebareli Transit Corridor 0648,15.54,62.64,88.74,75.41,57.05,84.0,62.31,62.14,58.92,71.42,71.88,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02649,Uttar Pradesh,Rampur,Rampur Beach Area 0649,24.83,88.98,49.4,67.41,67.81,96.14,92.38,36.72,60.18,62.37,65.81,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02650,Uttar Pradesh,Saharanpur,Saharanpur Heritage Area 0650,33.68,51.79,33.82,79.62,95.98,27.37,61.32,44.33,61.1,61.03,59.97,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02651,Uttar Pradesh,Sambhal,Sambhal Transit Corridor 0651,93.31,63.24,79.66,68.38,71.15,22.87,91.01,82.92,84.05,46.9,64.28,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02652,Uttar Pradesh,Sant Kabir Nagar,Sant Kabir Nagar Transit Corridor 0652,52.82,37.64,69.96,84.83,52.33,73.11,76.45,54.81,31.07,63.35,67.34,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02653,Uttar Pradesh,Shahjahanpur,Shahjahanpur Market Area 0653,43.72,60.91,75.01,73.6,97.8,56.0,86.88,45.41,44.34,66.84,72.5,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02654,Uttar Pradesh,Shamli,Shamli Tourist Zone 0654,41.72,49.45,69.31,66.52,57.01,19.51,58.42,92.7,90.51,55.95,59.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02655,Uttar Pradesh,Shrawasti,Shrawasti Rural Area 0655,22.35,71.72,39.06,91.55,86.78,33.74,61.01,73.72,81.98,62.69,65.13,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02656,Uttar Pradesh,Siddharthnagar,Siddharthnagar Nature Area 0656,39.4,56.97,5.0,62.6,98.0,67.85,32.16,68.07,52.26,54.84,55.36,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02657,Uttar Pradesh,Sitapur,Sitapur Beach Area 0657,82.45,50.6,55.44,71.51,22.32,36.6,67.1,74.65,42.39,41.2,50.53,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02658,Uttar Pradesh,Sonbhadra,Sonbhadra Tourist Zone 0658,30.6,73.79,32.13,53.93,65.21,97.42,80.81,67.44,76.32,57.75,61.7,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02659,Uttar Pradesh,Sultanpur,Sultanpur Urban Area 0659,19.18,42.28,49.41,48.39,76.26,82.48,55.29,64.84,75.21,65.98,62.87,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02660,Uttar Pradesh,Unnao,Unnao Nature Area 0660,39.94,47.59,53.72,68.04,50.58,97.42,55.31,64.5,60.8,61.23,62.88,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02661,Uttar Pradesh,Varanasi,Varanasi Beach Area 0661,47.58,78.85,62.37,77.07,77.46,44.95,67.24,61.1,63.95,56.67,64.03,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02662,Uttarakhand,Almora,Almora Rural Area 0662,44.9,77.5,57.59,54.06,79.98,59.59,59.77,53.44,77.46,54.84,59.74,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02663,Uttarakhand,Bageshwar,Bageshwar Heritage Area 0663,28.51,62.72,67.71,77.74,70.17,95.15,58.98,60.05,47.17,68.27,70.83,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02664,Uttarakhand,Chamoli,Chamoli Hill Area 0664,28.7,45.54,39.83,81.97,55.49,48.44,86.37,92.02,81.78,61.75,64.71,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02665,Uttarakhand,Champawat,Champawat Nature Area 0665,35.3,53.39,85.26,72.54,53.27,75.28,73.24,32.43,71.08,66.02,66.26,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02666,Uttarakhand,Dehradun,Dehradun Tourist Zone 0666,54.28,42.51,55.88,30.54,62.66,55.89,61.73,78.61,48.49,51.09,54.76,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02667,Uttarakhand,Haridwar,Haridwar Urban Area 0667,35.98,29.13,66.15,81.86,76.73,78.27,59.24,36.62,69.64,71.14,68.91,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02668,Uttarakhand,Nainital,Nainital Heritage Area 0668,92.3,69.23,70.25,70.59,80.16,64.33,40.23,83.34,91.55,48.14,63.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02669,Uttarakhand,Pauri Garhwal,Pauri Garhwal Hill Area 0669,47.46,43.98,48.33,60.13,83.04,30.62,64.08,59.17,53.81,56.53,58.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
